IDP	trait	Pvalue	ES
C512_23	ADNI_MEM	9.500703828498108e-12	0.1560994962494431
C512_24	ADNI_MEM	2.131291946380573e-16	0.2196265648669792
C512_26	ADNI_MEM	6.387949775611388e-13	0.1841315381589216
C512_27	ADNI_MEM	6.896502368050502e-11	0.1751094835023909
C512_28	ADNI_MEM	1.2605706293081702e-09	0.155208058735209
C512_29	ADNI_MEM	3.494804337235705e-09	0.1426003220061036
C512_30	ADNI_MEM	1.7515748758713763e-18	0.2544311634456126
C512_33	ADNI_MEM	5.242031615286191e-10	0.1524287148957998
C512_34	ADNI_MEM	3.1305068340915644e-08	0.166434503701262
C512_35	ADNI_MEM	9.44061690879904e-05	0.0712287669073111
C512_36	ADNI_MEM	2.476497744473869e-05	0.1329559318421005
C512_37	ADNI_MEM	3.9358672718402575e-05	0.0952323685358784
C512_38	ADNI_MEM	1.8895457741247588e-18	0.2095797292272172
C512_39	ADNI_MEM	2.9773243255678603e-09	0.1358091882232784
C512_40	ADNI_MEM	9.203852044505476e-06	0.0854911864627851
C512_41	ADNI_MEM	3.7000791393551754e-08	0.1256095389972791
C512_42	ADNI_MEM	1.066005978215196e-08	0.1603362879001786
C512_44	ADNI_MEM	1.2729132722993868e-06	0.124512090398438
C512_46	ADNI_MEM	1.18469923372336e-10	0.1879069724924884
C512_47	ADNI_MEM	8.590347520835365e-13	0.2044545793849019
C512_48	ADNI_MEM	9.282638140937382e-09	0.126718741810595
C512_51	ADNI_MEM	7.013965395452487e-07	0.1068175193989018
C512_52	ADNI_MEM	6.164591014524367e-05	0.1105476656942882
C512_53	ADNI_MEM	1.4122113408175057e-06	0.0789732721810138
C512_55	ADNI_MEM	3.913395446980042e-10	0.1495378423888832
C512_56	ADNI_MEM	1.6279233885936172e-08	0.1289966883402644
C512_57	ADNI_MEM	1.6748723548141355e-08	0.1683487998215846
C512_58	ADNI_MEM	1.0062755430769638e-09	0.118715177521016
C512_59	ADNI_MEM	3.5927320195772916e-11	0.1780188759355571
C512_60	ADNI_MEM	9.161799100627589e-06	0.1388206821975974
C512_63	ADNI_MEM	1.3173427361506397e-12	0.1446113704442252
C512_64	ADNI_MEM	2.9356003742154408e-05	0.1366415819251319
C512_65	ADNI_MEM	2.805295833214936e-09	0.1720726071113354
C512_66	ADNI_MEM	3.1409144472806303e-09	0.1808180990022161
C512_68	ADNI_MEM	5.962318381640229e-07	0.1257770365535451
C512_69	ADNI_MEM	6.1159617579031e-07	0.1343752752350958
C512_70	ADNI_MEM	3.457644098109835e-18	0.2050190148284081
C512_72	ADNI_MEM	7.52839841056837e-07	0.1285747023627476
C512_73	ADNI_MEM	7.303619493218347e-07	0.1359718688391065
C512_74	ADNI_MEM	7.566504601672173e-07	0.1416006067092785
C512_75	ADNI_MEM	2.8378843365196725e-07	0.1081702350477221
C512_76	ADNI_MEM	2.798502497581396e-05	0.1451047351208695
C512_78	ADNI_MEM	2.6763557094629785e-08	0.1383537908977156
C512_79	ADNI_MEM	1.8026269083802508e-05	0.0858192223061184
C512_82	ADNI_MEM	2.779220488893048e-07	0.1300869797134504
C512_84	ADNI_MEM	8.631567680449146e-06	0.1436783268818988
C512_87	ADNI_MEM	3.092445002306358e-05	0.1199848658330108
C512_88	ADNI_MEM	2.852736361637704e-07	0.1473646500168817
C512_90	ADNI_MEM	1.8868478241283884e-08	0.1496679877613523
C512_92	ADNI_MEM	9.554502891843264e-09	0.1528260179027261
C512_93	ADNI_MEM	6.138845047789502e-05	0.0811992001529869
C512_95	ADNI_MEM	1.0221940201358149e-10	0.2218886044956229
C512_96	ADNI_MEM	2.009885709699998e-10	0.2159359218822155
C512_98	ADNI_MEM	2.706550239729756e-08	0.1548882182891686
C512_99	ADNI_MEM	3.623425794363038e-07	0.1240519868054928
C512_102	ADNI_MEM	9.061782651516396e-05	0.1148346151120304
C512_104	ADNI_MEM	2.2104404059434006e-08	0.1348116108561819
C512_105	ADNI_MEM	1.420682061862167e-14	0.1903035653240292
C512_106	ADNI_MEM	1.867239906118141e-09	0.1827287395266448
C512_107	ADNI_MEM	8.528953881582057e-12	0.180446187210091
C512_108	ADNI_MEM	9.603208445316304e-15	0.177314247729664
C512_110	ADNI_MEM	4.909442633716189e-18	0.2467118338341253
C512_111	ADNI_MEM	1.628911855908056e-06	0.1099029127178924
C512_112	ADNI_MEM	7.085547230983271e-08	0.1874542240816548
C512_113	ADNI_MEM	6.451707034988009e-06	0.1314232957696202
C512_114	ADNI_MEM	6.272390645135346e-20	0.2577666769467173
C512_117	ADNI_MEM	2.752463575919868e-08	0.1465048283482428
C512_118	ADNI_MEM	2.6240917069375287e-28	0.2471332039471113
C512_119	ADNI_MEM	1.3478060605429482e-05	0.1397180935977809
C512_120	ADNI_MEM	1.0080777199084028e-07	0.1208445071413228
C512_121	ADNI_MEM	1.0177121562842016e-05	0.1099701387304687
C512_122	ADNI_MEM	2.658784715227341e-09	0.1218235425870079
C512_132	ADNI_MEM	6.0622174186249175e-05	0.0883852306720356
C512_136	ADNI_MEM	2.0773577439168207e-11	0.1532251904984068
C512_137	ADNI_MEM	9.211557710715588e-05	0.0805336881428685
C512_138	ADNI_MEM	8.889047569991899e-07	0.1138262601156437
C512_140	ADNI_MEM	7.622601008721818e-06	0.1122615506982024
C512_144	ADNI_MEM	6.804031187491695e-07	0.1343216598286516
C512_145	ADNI_MEM	3.9401376695615e-06	0.109264182016802
C512_146	ADNI_MEM	6.129738159319072e-06	0.1409850457116457
C512_148	ADNI_MEM	1.2294950146119268e-06	0.1096165797013634
C512_150	ADNI_MEM	9.631298715030723e-07	0.0989253694019888
C512_151	ADNI_MEM	6.82001966181504e-08	0.1207386576245964
C512_152	ADNI_MEM	1.2826033749915254e-05	0.1057542600795885
C512_159	ADNI_MEM	1.283922318524951e-07	0.157488178386866
C512_160	ADNI_MEM	8.432589219082235e-08	0.1538845922525725
C512_161	ADNI_MEM	3.017666247070275e-15	0.1711486651469687
C512_165	ADNI_MEM	1.7475809758211531e-09	0.1709141131403884
C512_168	ADNI_MEM	6.402536785281389e-09	0.1257305343824324
C512_169	ADNI_MEM	4.149897787663989e-12	0.1546353883031187
C512_171	ADNI_MEM	3.8919697333963353e-19	0.2061256090155325
C512_172	ADNI_MEM	5.969646455964996e-10	0.1867867589011671
C512_173	ADNI_MEM	7.982366475871472e-06	0.1257616575364029
C512_175	ADNI_MEM	5.500043063249943e-09	0.1765468849232376
C512_181	ADNI_MEM	1.4613815955043466e-05	0.1069817968634779
C512_188	ADNI_MEM	4.131376208716046e-06	0.1187598892859569
C512_189	ADNI_MEM	2.9493774771949046e-11	0.2126453620928317
C512_191	ADNI_MEM	1.3263667622702093e-17	0.2314728554881868
C512_193	ADNI_MEM	2.460250606781203e-09	0.1740648364890068
C512_195	ADNI_MEM	7.380058835747349e-06	0.1580312653263129
C512_196	ADNI_MEM	8.82890093612326e-26	0.24331824430776
C512_200	ADNI_MEM	5.820319875519888e-21	0.1973818107521117
C512_201	ADNI_MEM	5.954553737590872e-69	0.4778785430640188
C512_204	ADNI_MEM	2.4842111994791505e-11	0.1744898885920809
C512_205	ADNI_MEM	1.002809699293819e-38	0.2945176581877314
C512_206	ADNI_MEM	4.585123087317248e-09	0.1525775649538777
C512_208	ADNI_MEM	8.617502677372499e-08	0.1345659688890137
C512_211	ADNI_MEM	3.617114776070774e-06	0.1051865737511658
C512_213	ADNI_MEM	1.161578552340918e-12	0.1649105909099581
C512_214	ADNI_MEM	1.1290960866345357e-08	0.1145583030912251
C512_215	ADNI_MEM	1.779152264751574e-06	0.1559652861710704
C512_217	ADNI_MEM	5.764681212845965e-05	0.0946400916165447
C512_219	ADNI_MEM	1.5151117770965968e-07	0.0859932260312498
C512_220	ADNI_MEM	2.4012488805126103e-16	0.2171327754153707
C512_224	ADNI_MEM	3.1294944755794965e-11	0.1811489150340031
C512_225	ADNI_MEM	3.476293871620274e-07	0.1290968851004039
C512_226	ADNI_MEM	1.917180361682828e-14	0.2274020481265844
C512_227	ADNI_MEM	5.744249088474037e-14	0.1874457647424201
C512_229	ADNI_MEM	3.654309243296203e-16	0.2100776381042928
C512_234	ADNI_MEM	1.7527422007540354e-08	0.1407096178963454
C512_235	ADNI_MEM	4.71303051660726e-07	0.0625803704587538
C512_236	ADNI_MEM	7.749320558548899e-05	0.089089559743728
C512_239	ADNI_MEM	5.376256022253669e-14	0.2048970516561348
C512_240	ADNI_MEM	6.603355396723386e-06	0.1256842741580996
C512_241	ADNI_MEM	4.862729018114529e-09	0.1311172990784272
C512_243	ADNI_MEM	4.259669875463107e-15	0.2125650137667155
C512_246	ADNI_MEM	5.384173105752427e-07	0.132289218896147
C512_247	ADNI_MEM	2.598829118429432e-06	0.1359241085447379
C512_248	ADNI_MEM	8.411079122520686e-07	0.1000337583943175
C512_250	ADNI_MEM	8.515867724793564e-22	0.2176594407670054
C512_252	ADNI_MEM	1.5199689934373885e-14	0.1953184710162872
C512_254	ADNI_MEM	1.942681161580356e-06	0.1047668444772513
C512_255	ADNI_MEM	3.132597476427347e-12	0.1855810809090911
C512_257	ADNI_MEM	1.0337593119675438e-31	0.287926746362923
C512_258	ADNI_MEM	4.5926700107824695e-08	0.1373164814703136
C512_260	ADNI_MEM	5.1189892378486585e-67	0.4442282285823606
C512_262	ADNI_MEM	3.0790759519803314e-05	0.1227603913123286
C512_263	ADNI_MEM	3.111141354375767e-20	0.2349441847144769
C512_265	ADNI_MEM	8.930090004556741e-11	0.1493195052155942
C512_267	ADNI_MEM	2.670194868101649e-10	0.154799850527054
C512_272	ADNI_MEM	2.1210897088040943e-34	0.2926010481763856
C512_275	ADNI_MEM	6.421858448644738e-11	0.1767671972620577
C512_276	ADNI_MEM	1.685827651959092e-06	0.0980493153039293
C512_277	ADNI_MEM	2.085708843671307e-61	0.4351169351553075
C512_279	ADNI_MEM	3.7863397432662676e-11	0.1760049065399462
C512_282	ADNI_MEM	9.641529634315147e-10	0.1622479841923746
C512_283	ADNI_MEM	1.3636722095495615e-10	0.1210188539909786
C512_284	ADNI_MEM	3.875310673062569e-12	0.1999165068056668
C512_288	ADNI_MEM	1.9289421468891421e-22	0.2358708056895529
C512_289	ADNI_MEM	2.812873143771704e-62	0.4798296546861901
C512_291	ADNI_MEM	2.0992552922432065e-12	0.1965994340482292
C512_293	ADNI_MEM	8.592020426913287e-06	0.122149941990302
C512_294	ADNI_MEM	1.0241340373547513e-13	0.1510307024107344
C512_295	ADNI_MEM	7.157378909925327e-07	0.1235975667623611
C512_296	ADNI_MEM	3.204499566777943e-13	0.1909277792183207
C512_297	ADNI_MEM	3.371713993605349e-05	0.1014804329753861
C512_300	ADNI_MEM	9.902431489524202e-16	0.1979992941268873
C512_301	ADNI_MEM	3.342742792405358e-05	0.0773398146857983
C512_303	ADNI_MEM	5.209636292834582e-10	0.10335566128929
C512_305	ADNI_MEM	5.8187695862200365e-28	0.3133534041678001
C512_307	ADNI_MEM	2.86596183124198e-17	0.2010464070662521
C512_309	ADNI_MEM	9.835248169721511e-11	0.1693372316003978
C512_311	ADNI_MEM	4.100485426698536e-22	0.2278561162471271
C512_313	ADNI_MEM	8.778608123458716e-18	0.2059222813406671
C512_315	ADNI_MEM	2.2187955571836885e-12	0.1961597463644823
C512_316	ADNI_MEM	7.259321584992565e-19	0.2346765827777509
C512_318	ADNI_MEM	2.3918623164457865e-08	0.116749153179133
C512_319	ADNI_MEM	4.91020384360823e-20	0.2606817441316322
C512_320	ADNI_MEM	4.451252814700032e-16	0.2497719767073504
C512_321	ADNI_MEM	7.552036027628328e-12	0.1627894830811384
C512_323	ADNI_MEM	8.16241306938712e-08	0.1224019537563324
C512_326	ADNI_MEM	1.816674714318525e-20	0.2684135142066429
C512_327	ADNI_MEM	1.6025832177399336e-17	0.2280035894080752
C512_329	ADNI_MEM	2.2197931353713968e-11	0.2063287651281357
C512_333	ADNI_MEM	5.258827788535343e-14	0.1644747259853349
C512_335	ADNI_MEM	3.596736634839501e-05	0.0650158199431599
C512_338	ADNI_MEM	4.414132509228998e-06	0.0984301131414283
C512_340	ADNI_MEM	2.57477341778787e-33	0.278422768912925
C512_342	ADNI_MEM	2.534836884804966e-09	0.1414197712868868
C512_343	ADNI_MEM	1.1608240597004964e-56	0.434682640685238
C512_345	ADNI_MEM	1.0797709827845731e-05	0.0869610659395702
C512_346	ADNI_MEM	1.3798099076720752e-45	0.3398466337633601
C512_348	ADNI_MEM	3.570257899370342e-24	0.2326443442007351
C512_349	ADNI_MEM	6.016521751960297e-06	0.1130022377723776
C512_353	ADNI_MEM	1.9325797670388787e-47	0.3929061696800998
C512_354	ADNI_MEM	1.11974221188443e-05	0.0941071356486305
C512_356	ADNI_MEM	1.5554551400198955e-08	0.137584646483182
C512_357	ADNI_MEM	2.2584945651147797e-05	0.1130273562471722
C512_362	ADNI_MEM	1.3563715725463188e-24	0.2362770739244356
C512_363	ADNI_MEM	2.971325270504101e-10	0.1195802516342967
C512_364	ADNI_MEM	9.123149561598524e-09	0.1658568403674393
C512_366	ADNI_MEM	1.1558739003940096e-05	0.1338326589921117
C512_368	ADNI_MEM	6.508255867005078e-14	0.1927572883888725
C512_373	ADNI_MEM	6.669190732315588e-09	0.1429457560224339
C512_374	ADNI_MEM	3.5711631329755336e-17	0.174789577070865
C512_375	ADNI_MEM	2.8476355240151463e-05	0.1042546343459625
C512_377	ADNI_MEM	1.11974221188443e-05	0.0807154649581859
C512_380	ADNI_MEM	4.123037966693425e-07	0.0914449864304127
C512_383	ADNI_MEM	3.494364545467832e-07	0.1290290300261996
C512_386	ADNI_MEM	2.7945044726104736e-15	0.1992879598644975
C512_388	ADNI_MEM	1.1366783441719456e-61	0.4296476050208855
C512_390	ADNI_MEM	1.6579809506139773e-12	0.1978259150643515
C512_392	ADNI_MEM	2.0605042662419725e-07	0.0979020444984698
C512_394	ADNI_MEM	3.76564046197732e-54	0.369917653567435
C512_397	ADNI_MEM	1.0300019865149333e-11	0.1553504598118423
C512_400	ADNI_MEM	6.0368770390825056e-05	0.1286347271593451
C512_401	ADNI_MEM	2.4142689710742285e-17	0.1947937324408277
C512_403	ADNI_MEM	1.3475876293052124e-09	0.1194830330190672
C512_406	ADNI_MEM	3.977692547878363e-06	0.0893844224840095
C512_407	ADNI_MEM	1.459618808819381e-11	0.1363806929117924
C512_410	ADNI_MEM	3.7930458940956804e-23	0.2328246429411785
C512_412	ADNI_MEM	1.2310916868103554e-10	0.1435371927265861
C512_413	ADNI_MEM	2.862557246961172e-08	0.1365176435873275
C512_419	ADNI_MEM	8.167440408516933e-14	0.2054425800585434
C512_420	ADNI_MEM	5.812403943077561e-07	0.1576957819211885
C512_421	ADNI_MEM	2.688001654708644e-06	0.1135376571984153
C512_423	ADNI_MEM	1.2300469385790446e-07	0.1220829799196675
C512_424	ADNI_MEM	2.9513801806116475e-16	0.2047080692258063
C512_425	ADNI_MEM	5.2423829435476223e-08	0.1068859155540868
C512_426	ADNI_MEM	1.482161105973808e-23	0.1920229095271063
C512_428	ADNI_MEM	2.182734622406015e-09	0.1210632798188158
C512_431	ADNI_MEM	4.5700393870889613e-07	0.1303452996918897
C512_432	ADNI_MEM	6.712385105671898e-10	0.1628981611756743
C512_434	ADNI_MEM	1.422450423807439e-12	0.1658111344211843
C512_435	ADNI_MEM	4.37263124608595e-06	0.101863117997769
C512_436	ADNI_MEM	2.1572867097855972e-45	0.3173669141328702
C512_437	ADNI_MEM	1.9349237059130994e-10	0.1650197001096657
C512_438	ADNI_MEM	1.0370350714005825e-52	0.3720124331875603
C512_441	ADNI_MEM	1.5313375186466642e-07	0.1329906402074472
C512_443	ADNI_MEM	1.8006799493393782e-20	0.2376809503196414
C512_445	ADNI_MEM	9.754416725974474e-05	0.1130938916116675
C512_448	ADNI_MEM	4.7616473553660164e-07	0.1333652266112493
C512_451	ADNI_MEM	3.432115676250933e-10	0.1016950705624576
C512_452	ADNI_MEM	2.7429910127033257e-11	0.1523577673018441
C512_453	ADNI_MEM	1.2802846794648462e-24	0.2107912843265307
C512_454	ADNI_MEM	4.777771548994098e-09	0.1278221071079648
C512_455	ADNI_MEM	1.381472618037112e-31	0.2718817289180197
C512_456	ADNI_MEM	2.5759391997647435e-05	0.0963872025118991
C512_457	ADNI_MEM	4.9614972147540085e-08	0.1389136557465963
C512_459	ADNI_MEM	1.423093261647509e-29	0.297183559780555
C512_461	ADNI_MEM	1.7519404351004408e-13	0.1402556113622559
C512_462	ADNI_MEM	5.863821908682979e-11	0.1670758430285438
C512_463	ADNI_MEM	1.153318914966238e-07	0.0731097667516758
C512_464	ADNI_MEM	9.478708958435477e-13	0.1712243944891034
C512_465	ADNI_MEM	6.80111253111349e-14	0.181121381490441
C512_466	ADNI_MEM	2.426571905052774e-19	0.2207134337929865
C512_468	ADNI_MEM	1.1560481438808639e-20	0.2610048134674273
C512_470	ADNI_MEM	6.669190732315588e-09	0.1401767499090785
C512_471	ADNI_MEM	2.7978306739494464e-11	0.1492945890962883
C512_472	ADNI_MEM	3.1139081789928484e-19	0.2681878702405984
C512_473	ADNI_MEM	1.0787642267101686e-21	0.2513026156191378
C512_474	ADNI_MEM	2.5562988359105125e-50	0.3542991223101563
C512_475	ADNI_MEM	1.6940183592269485e-08	0.1633224038567936
C512_480	ADNI_MEM	6.664965866973412e-06	0.1342863619929682
C512_481	ADNI_MEM	4.767687936363383e-05	0.0932113650875185
C512_482	ADNI_MEM	6.400956365531836e-05	0.0897002114212433
C512_484	ADNI_MEM	1.7361316889646405e-06	0.1140782542855446
C512_485	ADNI_MEM	1.3369991618835348e-19	0.2318023870025237
C512_487	ADNI_MEM	5.90531082362589e-06	0.1010084871873189
C512_488	ADNI_MEM	2.8367123106032333e-16	0.2293724363085718
C512_490	ADNI_MEM	4.643681174566974e-08	0.1611432156036809
C512_491	ADNI_MEM	8.712055965380803e-13	0.195946793606806
C512_492	ADNI_MEM	2.8821877033532245e-19	0.2166668914939002
C512_493	ADNI_MEM	1.822971087203811e-25	0.2753432351050424
C512_497	ADNI_MEM	1.1400193271900291e-10	0.1296167935383285
C512_498	ADNI_MEM	3.954601260390292e-16	0.1925395186907584
C512_499	ADNI_MEM	2.9596688552188533e-09	0.1299992982003846
C512_500	ADNI_MEM	5.3296167286091565e-08	0.1234906174875439
C512_501	ADNI_MEM	1.7958669049148934e-28	0.2740698516058624
C512_502	ADNI_MEM	2.8601195453052393e-59	0.3935790632665237
C512_507	ADNI_MEM	5.490433402192293e-17	0.2176457685744201
C512_508	ADNI_MEM	1.4832106326600589e-12	0.1891922377780818
C512_511	ADNI_MEM	4.565442950542295e-76	0.4909896786625892
C512_512	ADNI_MEM	9.444839484672348e-09	0.1403865485605503
C1024_2	ADNI_MEM	3.651709812139077e-06	0.1216241168538488
C1024_3	ADNI_MEM	2.7421895058628314e-14	0.1689220773201411
C1024_10	ADNI_MEM	7.452941717496408e-10	0.1067472756501242
C1024_16	ADNI_MEM	1.5708585409627876e-11	0.1825240129594879
C1024_19	ADNI_MEM	7.138812847474814e-10	0.1759463686162874
C1024_20	ADNI_MEM	3.661138763977693e-07	0.1306437256483855
C1024_21	ADNI_MEM	3.7705418321832676e-12	0.1864304152845758
C1024_22	ADNI_MEM	1.2259526235103218e-05	0.0978854029590393
C1024_23	ADNI_MEM	2.583080823582615e-12	0.1548303226242348
C1024_24	ADNI_MEM	7.574816299372489e-19	0.245076295596602
C1024_26	ADNI_MEM	2.659910195959495e-13	0.1875545352166358
C1024_27	ADNI_MEM	5.177436636109418e-10	0.1606254626916143
C1024_28	ADNI_MEM	4.687931738476014e-10	0.1622687652212589
C1024_29	ADNI_MEM	5.096542757024055e-09	0.1446788516006787
C1024_30	ADNI_MEM	4.669098060810191e-17	0.244166685679675
C1024_31	ADNI_MEM	1.9785513750567988e-05	0.1046410277526277
C1024_33	ADNI_MEM	8.27310394388874e-10	0.1523479618587062
C1024_34	ADNI_MEM	4.618107220643485e-08	0.1631629565297525
C1024_35	ADNI_MEM	3.902304090039e-05	0.073852657741065
C1024_37	ADNI_MEM	1.422544143900039e-05	0.0999176019447639
C1024_38	ADNI_MEM	2.5677950961135345e-15	0.1859434336038907
C1024_39	ADNI_MEM	9.583208528753014e-07	0.102270793923008
C1024_40	ADNI_MEM	1.676220579285632e-07	0.1045364891475456
C1024_41	ADNI_MEM	7.452941717496408e-10	0.1830370765030552
C1024_42	ADNI_MEM	1.036434369061936e-05	0.1199887325824582
C1024_46	ADNI_MEM	1.4169103923828188e-10	0.2024780193605087
C1024_47	ADNI_MEM	7.6469818770827e-14	0.219016907370778
C1024_48	ADNI_MEM	1.3409525489211876e-08	0.1257571573262953
C1024_50	ADNI_MEM	3.271347148044376e-05	0.0910649980148685
C1024_51	ADNI_MEM	1.298382900610979e-06	0.106731945022338
C1024_53	ADNI_MEM	3.875437806950842e-07	0.0896381762668556
C1024_55	ADNI_MEM	2.489824663989273e-09	0.1493584058587831
C1024_56	ADNI_MEM	3.5658115585263853e-06	0.0789976428203066
C1024_57	ADNI_MEM	1.1226270698897996e-08	0.1723438030575022
C1024_58	ADNI_MEM	1.646488753789668e-12	0.1450588576123524
C1024_59	ADNI_MEM	9.523975363655252e-11	0.1759432980916978
C1024_60	ADNI_MEM	1.9181659111321685e-05	0.1323662371547642
C1024_63	ADNI_MEM	4.790172657861723e-12	0.1321161917562003
C1024_64	ADNI_MEM	3.460067361675939e-05	0.1344779882417471
C1024_65	ADNI_MEM	4.051491946288594e-09	0.1744101781256574
C1024_66	ADNI_MEM	7.876719377450824e-10	0.1859468560510694
C1024_69	ADNI_MEM	1.7329509774798827e-08	0.1277171066044845
C1024_70	ADNI_MEM	5.621594663340639e-19	0.2139834333629144
C1024_72	ADNI_MEM	9.875260244296723e-07	0.126974527946393
C1024_73	ADNI_MEM	1.048531469360698e-06	0.1323939730538149
C1024_74	ADNI_MEM	7.266791400468849e-07	0.1419130039925602
C1024_75	ADNI_MEM	9.206732508790678e-07	0.1012289622903365
C1024_76	ADNI_MEM	2.0497828049842545e-05	0.1481625201127478
C1024_78	ADNI_MEM	1.4946269782514924e-08	0.1385580819606686
C1024_79	ADNI_MEM	4.511645387513336e-05	0.0794637290972659
C1024_82	ADNI_MEM	6.101244170938087e-06	0.0963850821783
C1024_87	ADNI_MEM	4.178607299510167e-05	0.1178650557187383
C1024_88	ADNI_MEM	8.758761684998712e-08	0.1522343612469557
C1024_92	ADNI_MEM	8.660523066306701e-09	0.155251270430114
C1024_93	ADNI_MEM	3.690684536145512e-05	0.0833888317089302
C1024_94	ADNI_MEM	1.4883126952203837e-17	0.2439503940564349
C1024_95	ADNI_MEM	8.211987290239549e-11	0.2244897171397995
C1024_96	ADNI_MEM	1.6862135192520216e-05	0.1233625880496416
C1024_98	ADNI_MEM	5.915717498283073e-08	0.1519463741942581
C1024_99	ADNI_MEM	2.8465716026703316e-08	0.1411810973869822
C1024_104	ADNI_MEM	1.6409811273001686e-07	0.1349318935980923
C1024_105	ADNI_MEM	1.8861612574823745e-15	0.1989883901595872
C1024_106	ADNI_MEM	7.876719377450824e-10	0.1724272922927258
C1024_107	ADNI_MEM	6.380330568129448e-11	0.1709023457288166
C1024_108	ADNI_MEM	6.176604419718859e-11	0.1554036661082767
C1024_110	ADNI_MEM	2.7945044726104736e-15	0.2300265240316426
C1024_111	ADNI_MEM	2.294558059603036e-11	0.1527334886559959
C1024_112	ADNI_MEM	2.889092507885448e-06	0.1268520544863656
C1024_114	ADNI_MEM	3.8859925090562585e-13	0.1907915411860284
C1024_117	ADNI_MEM	1.1974940882727248e-07	0.1394114370517334
C1024_118	ADNI_MEM	1.360887359154604e-28	0.2576775877432952
C1024_120	ADNI_MEM	8.863244218259997e-09	0.1352043872588063
C1024_121	ADNI_MEM	9.11993002618188e-06	0.1081391338889134
C1024_122	ADNI_MEM	2.418933346534917e-08	0.1121415055040395
C1024_124	ADNI_MEM	1.0175881953098496e-06	0.1666278279765331
C1024_131	ADNI_MEM	4.305247137675728e-05	0.1095680495763312
C1024_132	ADNI_MEM	4.092429630316697e-06	0.0934270540433248
C1024_136	ADNI_MEM	2.2099400662803463e-10	0.165999549376338
C1024_140	ADNI_MEM	8.668628988656756e-07	0.1261318273117122
C1024_144	ADNI_MEM	1.1187167488661826e-06	0.1314435533136533
C1024_145	ADNI_MEM	4.059742292317277e-07	0.1231507878384445
C1024_148	ADNI_MEM	1.4945175667452591e-05	0.1048428905497161
C1024_150	ADNI_MEM	6.337497081576995e-07	0.1037641818287428
C1024_153	ADNI_MEM	6.241621083401547e-07	0.1218095448660278
C1024_159	ADNI_MEM	4.222267996993416e-09	0.1783240324115687
C1024_161	ADNI_MEM	5.957312905082071e-15	0.1683404152659001
C1024_165	ADNI_MEM	7.124288962181786e-08	0.1626014332456708
C1024_168	ADNI_MEM	4.9889148952016684e-08	0.1194686745774333
C1024_169	ADNI_MEM	2.861433709282065e-10	0.1406904469133061
C1024_171	ADNI_MEM	4.748520760439904e-18	0.2038349580803978
C1024_172	ADNI_MEM	1.3232907629545466e-09	0.1833630667963396
C1024_173	ADNI_MEM	5.403420966599949e-06	0.1358380722697759
C1024_175	ADNI_MEM	4.547908917293259e-11	0.2027849002572068
C1024_180	ADNI_MEM	7.448659939480004e-09	0.134177305581649
C1024_181	ADNI_MEM	2.549157221241336e-06	0.1191836392754515
C1024_188	ADNI_MEM	4.222267996993416e-09	0.1507133958073352
C1024_189	ADNI_MEM	1.49371784096685e-09	0.1936693749610201
C1024_191	ADNI_MEM	5.238827784652923e-13	0.2110192157894041
C1024_192	ADNI_MEM	4.416689306849586e-05	0.1472175639707815
C1024_193	ADNI_MEM	2.7229555839146923e-09	0.1746709615622202
C1024_195	ADNI_MEM	1.4353791161172857e-05	0.1514691935576785
C1024_196	ADNI_MEM	1.1957866511410084e-26	0.2548169365887146
C1024_200	ADNI_MEM	1.3145569448550061e-18	0.2147999509569687
C1024_201	ADNI_MEM	3.875437806950842e-07	0.1372380335261784
C1024_204	ADNI_MEM	4.641003070815746e-07	0.1298061366893109
C1024_205	ADNI_MEM	1.5362263664635478e-33	0.2946595621737076
C1024_206	ADNI_MEM	3.9991718193896087e-08	0.1406484801445599
C1024_208	ADNI_MEM	2.294558059603036e-11	0.1627569522368115
C1024_211	ADNI_MEM	4.627371094667624e-06	0.1040146451353812
C1024_213	ADNI_MEM	5.248322840239344e-07	0.1100926473827551
C1024_214	ADNI_MEM	3.229208581969219e-05	0.1113279616558628
C1024_215	ADNI_MEM	5.467306315701212e-07	0.1643850033212525
C1024_216	ADNI_MEM	1.1716976985796906e-05	0.1336193279176522
C1024_220	ADNI_MEM	6.04916001401571e-16	0.2155452746112549
C1024_224	ADNI_MEM	1.2447828396673169e-08	0.1485614551606809
C1024_225	ADNI_MEM	4.323633448371539e-05	0.1031385250518362
C1024_226	ADNI_MEM	1.0509939816427503e-11	0.2128720266343845
C1024_227	ADNI_MEM	7.951121363066008e-11	0.1590637226210182
C1024_229	ADNI_MEM	6.188141858870552e-15	0.2016302026511893
C1024_232	ADNI_MEM	5.479852554694275e-06	0.1277175509067532
C1024_234	ADNI_MEM	1.6653784321677807e-08	0.1407006350722595
C1024_235	ADNI_MEM	3.266369459784992e-07	0.0668926231106499
C1024_239	ADNI_MEM	4.990280530358797e-12	0.2032265763035819
C1024_240	ADNI_MEM	5.194914649453023e-07	0.1510925132144715
C1024_241	ADNI_MEM	3.21527751447135e-05	0.0817427093995407
C1024_243	ADNI_MEM	1.9806177886832526e-13	0.2008488993112035
C1024_244	ADNI_MEM	8.889047569991899e-07	0.1809015354490514
C1024_246	ADNI_MEM	3.199158502177667e-07	0.1360770672990432
C1024_247	ADNI_MEM	6.283134666219678e-08	0.1572284595161351
C1024_248	ADNI_MEM	1.337792287730426e-10	0.1459889230297689
